AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
303.287,101.3,61.529,4.4617,265.25,1369.15,823.1999999999999,134.78,1235.2,0.22495,59.094
303.866,101.29,62.13799999999999,4.4607,265.12,1369.0500000000002,823.14,134.78,1235.4,0.12133,57.816
304.064,101.27,59.229,4.4592,265.52,1369.15,822.8299999999999,134.79,1244.0,0.20952,59.407
304.001,101.25,54.967,4.5092,267.54,1369.75,823.11,135.13,1246.1,0.41166,63.776
303.327,101.25,49.172,4.5144,267.42,1369.5500000000002,823.18,134.77,1239.3000000000002,0.23601,66.809
303.08,101.24,49.894,4.2783,251.17000000000002,1360.5500000000002,823.03,128.37,1192.9,0.72523,61.726
302.38199999999995,101.22,52.689,3.5979,205.21999999999997,1334.4499999999998,822.9499999999999,110.3,1079.9,3.3708,49.542
301.304,101.26,59.24,3.5442,204.26999999999998,1333.65,823.1899999999999,110.38,1079.8,3.6774,49.335
300.034,101.32,65.868,3.937,234.77,1351.15,823.14,123.4,1157.4,2.0329,55.32
299.119,101.37,72.633,4.2774,259.1,1365.4499999999998,823.3199999999999,133.87,1228.6,0.72282,59.832
298.545,101.38,75.134,4.2872,260.9,1366.25,823.23,134.75,1236.2,0.52681,60.057
298.096,101.41,78.954,4.2908,260.71000000000004,1366.4499999999998,823.48,134.85,1220.9,0.6956,60.541
297.871,101.4,80.651,4.2857,262.2,1367.15,823.0,135.39,1230.5,0.3722,59.108
297.539,101.39,79.951,4.2472,259.46000000000004,1365.85,823.13,134.73,1219.9,0.34018,58.212
296.967,101.39,82.186,4.2724,258.56,1365.35,823.09,134.73,1217.5,0.59052,59.004
296.582,101.38,84.465,4.2954,258.65999999999997,1365.25,823.25,134.73,1220.2,0.84264,58.712
296.065,101.37,86.227,4.0001,236.29000000000002,1352.75,823.18,125.52,1157.5,2.0214,55.74
295.387,101.39,87.801,3.5481,202.03,1332.85,823.25,111.64,1062.0,4.2493,50.384
294.457,101.4,88.145,3.5283,200.65,1332.5500000000002,823.1,111.75,1057.8,4.7208,54.893
294.15099999999995,101.42,90.096,3.5194,200.54,1332.65,823.2099999999999,111.75,1053.6,4.4321,54.421
295.617,101.44,85.333,3.9092,232.99,1350.75,823.14,124.15,1146.5,2.4117,58.824
298.117,101.45,70.645,4.3527,261.76,1367.0500000000002,822.67,134.54,1234.2,0.98048,64.588
299.628,101.47,64.314,5.061,310.29,1372.9499999999998,809.86,149.14,1341.5,0.47927,57.275
300.218,101.45,60.38,4.3803,261.81,1366.65,822.84,134.73,1221.4,0.54941,63.856
301.534,101.42,53.03,3.5707,206.34,1334.85,823.13,110.95,1069.6,3.9533,51.37
301.895,101.41,51.283,3.5888,207.17,1335.25,823.24,111.15,1070.7,3.7352,51.647
302.131,101.41,47.47699999999999,3.5854,207.42000000000002,1335.25,823.1999999999999,110.91,1078.2,2.2261,49.781
302.16,101.43,48.191,3.5875,207.09,1335.4499999999998,823.0,110.9,1073.5,1.8782,49.277
301.634,101.45,53.104,3.5677,205.82,1334.9499999999998,823.04,110.8,1071.5,2.4375,48.407
300.778,101.46,59.987,3.5341,205.06,1334.15,823.0799999999999,110.81,1063.9,3.2592,49.694
300.081,101.5,61.476,3.5189,205.71,1334.5500000000002,823.12,111.32,1065.6,3.3403,51.663
299.07899999999995,101.56,68.609,3.8525,229.81,1348.9499999999998,822.79,121.86,1142.4,2.3043,56.092
295.407,101.64,84.099,4.4357,269.75,1371.85,822.1,140.75,1257.7,0.082925,62.228
294.985,101.63,85.765,3.8953,232.04000000000002,1344.35,819.09,122.77,1137.2,2.2872,52.691
294.535,101.6,87.526,3.4311,197.95999999999998,1331.0500000000002,823.09,110.72,1058.6,4.0293,52.265
294.028,101.61,90.278,3.4661,197.28000000000003,1330.9499999999998,823.02,110.6,1065.1,4.7224,53.285
293.77599999999995,101.61,90.933,3.4429,195.89,1329.9499999999998,823.25,109.97,1052.5,5.0283,54.283
293.513,101.62,91.588,3.5147,198.84,1331.9499999999998,823.24,111.36,1053.7,4.9372,55.087
293.559,101.64,92.454,3.5064,197.77999999999997,1331.4499999999998,823.04,110.73,1058.8,4.3818,52.586
294.128,101.69,91.937,3.4985,198.79000000000002,1331.75,823.17,110.73,1064.9,3.4384,49.491
295.53099999999995,101.71,86.731,3.4593,200.98,1332.75,823.1999999999999,110.73,1071.1,2.9942,48.484
297.834,101.72,73.637,3.4777,203.64999999999998,1333.75,823.0799999999999,110.78,1077.2,2.9354,49.55
299.512,101.73,62.859,3.5065,204.85,1334.35,823.09,110.78,1083.3,2.524,49.387
300.394,101.72,56.28999999999999,3.5388,206.20999999999998,1334.9499999999998,823.13,110.9,1074.7,1.7426,49.963
300.843,101.73,54.87499999999999,3.5559,205.94,1334.85,823.25,110.78,1071.9,3.4761,52.384
301.324,101.72,51.186,3.5575,206.89,1335.35,823.24,110.78,1072.9,4.1053,54.266
301.722,101.72,49.034,3.5738,207.14,1335.35,823.0,110.76,1075.7,4.2641,55.011
301.692,101.74,49.822,3.5644,206.8,1335.15,823.12,110.79,1074.2,2.2641,49.794
301.602,101.74,52.821,3.5617,206.82999999999998,1335.35,823.01,110.84,1080.1,1.3423,46.593
301.314,101.74,52.022,3.5527,206.52,1334.65,823.12,110.8,1074.5,1.4552,48.541
300.78799999999995,101.74,52.72599999999999,3.5313,205.57,1334.65,823.16,110.79,1069.9,2.6438,51.556
299.991,101.75,52.053,3.5275,206.17999999999998,1335.25,823.1899999999999,111.41,1077.2,3.0875,54.949
298.926,101.78,63.915,4.5231,276.44,1368.25,818.8299999999999,138.56,1262.1,0.79544,64.111
298.121,101.83,68.411,3.518,207.83,1335.65,822.99,112.6,1073.3,3.2174,52.255
296.80499999999995,101.82,72.804,3.3866,200.2,1331.9499999999998,823.1999999999999,110.67,1063.2,2.9439,49.48
295.761,101.81,78.228,3.3596,200.0,1331.9499999999998,822.9599999999999,110.77,1069.6,2.9526,50.516
294.923,101.81,82.393,3.3702,198.90999999999997,1332.0500000000002,823.01,110.9,1062.4,4.2227,53.394
294.544,101.81,85.454,3.3805,197.13,1330.85,823.03,110.15,1052.8,5.0983,55.861
294.277,101.78,86.493,3.4154,198.13,1331.9499999999998,822.93,110.82,1059.6,4.8854,55.446
293.964,101.77,86.583,3.428,197.77,1331.25,823.09,110.73,1056.3,4.8874,55.801
293.572,101.76,87.29,3.4234,197.26,1331.0500000000002,823.14,110.73,1053.6,4.6994,56.159
293.17499999999995,101.75,89.357,3.4418,197.04000000000002,1331.15,823.03,110.73,1047.9,4.6682,56.118
293.063,101.77,90.982,3.4399,196.19,1330.65,822.9399999999999,110.36,1045.9,4.5876,54.71
293.52,101.79,92.315,3.4767,198.32,1331.65,822.92,110.85,1050.5,4.6176,53.257
295.192,101.82,89.559,3.4747,200.77,1332.4499999999998,823.14,110.73,1062.7,4.3407,50.517
297.679,101.82,76.825,3.4985,203.70999999999998,1334.0500000000002,823.25,110.72,1071.6,3.7981,50.525
299.35799999999995,101.84,62.61,3.5508,205.2,1334.5500000000002,823.0699999999999,110.74,1080.4,3.8862,53.527
300.501,101.83,55.406,3.7772,218.41000000000003,1342.4499999999998,823.3,115.97,1117.9,2.3737,55.951
301.226,101.81,50.766,4.5529,274.27,1372.5500000000002,821.63,140.49,1272.2,0.72744,67.605
301.767,101.78,45.005,4.6777,302.33,1370.65,816.3199999999999,138.02,1275.9,0.53534,61.491
302.041,101.74,45.566,3.895,258.37,1353.4499999999998,823.41,116.85,1138.8,2.5383,52.467
302.2,101.7,46.385,3.5912,206.73,1335.5500000000002,823.22,110.77,1074.1,2.298,52.253
301.907,101.68,47.893,3.5533,207.02,1335.0500000000002,822.92,110.75,1074.5,2.3481,52.579
301.33,101.66,49.692,3.5504,206.03000000000003,1335.15,823.25,110.76,1072.9,2.8488,53.168
300.376,101.66,54.899,3.5073,204.81,1334.4499999999998,823.4,110.76,1070.1,3.0253,52.425
299.223,101.67,64.18,3.4706,204.32,1333.9499999999998,823.25,110.76,1066.0,3.1672,51.122
298.334,101.7,67.097,3.4396,203.53000000000003,1333.25,823.24,110.76,1065.5,3.5685,51.372
296.904,101.7,71.602,3.4083,202.5,1332.9499999999998,823.13,111.09,1067.2,3.5937,52.448
295.861,101.7,75.897,3.3673,200.21999999999997,1331.65,823.02,110.49,1052.0,3.8956,52.755
294.856,101.68,80.589,3.3962,200.79999999999998,1332.25,823.09,111.18,1070.0,4.1494,53.837
294.26399999999995,101.66,83.783,3.4022,200.07999999999998,1331.5500000000002,823.04,110.81,1055.2,4.0608,54.041
294.03799999999995,101.65,85.521,3.3865,199.43,1331.0500000000002,823.4,110.51,1059.3,4.1884,53.845
293.673,101.63,86.528,3.4305,199.71,1332.25,823.15,111.35,1064.8,4.8153,56.388
293.398,101.59,88.457,3.4049,198.43,1330.9499999999998,823.4,110.59,1057.1,5.6483,57.745
293.126,101.56,89.655,3.458,197.5,1330.75,823.2099999999999,110.64,1060.6,5.5046,57.71
293.137,101.57,90.861,3.4609,198.1,1331.0500000000002,823.3199999999999,110.75,1055.1,4.7233,55.393
293.597,101.6,91.146,3.4682,199.28,1331.5500000000002,823.17,110.75,1056.6,4.0552,52.522
295.269,101.61,88.455,3.4724,202.82,1332.65,823.0799999999999,110.75,1062.3,3.4656,50.273
297.602,101.63,79.339,3.54,204.94,1333.5500000000002,823.13,110.75,1069.9,3.707,49.366
299.018,101.64,74.13,3.7403,217.82,1341.25,823.05,115.89,1112.0,4.0916,54.955
300.795,101.62,67.186,4.4166,262.04999999999995,1367.25,823.1,133.89,1230.2,1.4085,66.36
301.963,101.6,59.11500000000001,4.3953,262.16,1367.25,823.01,133.71,1225.3,1.3954,66.318
302.80499999999995,101.55,53.42600000000001,4.4209,263.5,1367.5500000000002,823.16,133.73,1219.4,0.8804,65.131
303.574,101.51,51.54299999999999,3.9213,227.7,1347.25,823.23,118.78,1131.9,2.326,54.764
304.164,101.46,49.49199999999999,3.6537,210.27999999999997,1336.75,822.88,111.56,1087.5,2.6521,48.962
304.761,101.45,46.33299999999999,3.6347,209.24,1335.9499999999998,822.8299999999999,110.77,1077.1,1.9371,48.618
304.069,101.44,52.13,3.6105,208.96999999999997,1335.75,823.3,110.77,1075.4,2.2427,47.368
303.04999999999995,101.4,54.942,3.6089,209.25,1335.85,823.26,110.77,1075.0,2.3502,48.515
302.554,101.38,59.24700000000001,4.1106,243.73000000000002,1353.65,821.53,124.28,1177.6,1.9166,53.579
301.933,101.39,60.726,4.4011,265.12,1367.4499999999998,822.61,134.05,1230.3000000000002,0.64442,60.492
301.446,101.42,51.878,4.2887,262.64,1366.85,823.22,133.72,1223.8,0.76175,63.59
300.176,101.45,52.798,4.2316,260.56,1366.4499999999998,823.16,134.03,1213.4,0.62717,62.296
298.709,101.46,57.99100000000001,3.4857,209.65,1336.9499999999998,823.35,113.22,1088.0,2.7862,52.615
297.77599999999995,101.48,60.915,3.3946,203.49,1333.25,823.23,111.02,1061.5,3.223,52.504
296.87,101.46,64.176,3.3571,199.47,1331.25,823.35,109.82,1055.5,4.001,53.857
296.427,101.44,65.821,3.3744,201.63,1332.35,823.05,110.86,1065.7,3.4302,52.769
296.048,101.42,66.749,3.3682,201.1,1332.15,823.11,110.7,1066.3,3.5151,54.797
295.491,101.39,68.815,3.3611,202.42999999999998,1332.4499999999998,823.0699999999999,111.47,1057.0,4.0295,55.563
294.899,101.39,70.393,3.3696,201.72,1332.9499999999998,823.04,111.74,1062.3,4.1634,55.959
295.563,101.42,69.201,3.4228,204.23,1334.15,823.16,111.74,1062.2,3.501,54.51
296.15,101.46,68.887,3.4681,203.93,1333.35,823.15,111.39,1058.6,3.3893,52.694
297.787,101.47,71.685,4.4358,271.0,1358.35,815.59,134.75,1234.5,1.3707,58.175
300.387,101.52,66.929,4.9239,300.71000000000004,1373.0500000000002,814.02,146.26,1316.3,0.075088,62.561
302.10299999999995,101.56,58.621,4.8383,292.79,1373.15,816.72,144.72,1291.6,0.44075,60.05
303.61,101.56,51.13100000000001,4.4816,265.53999999999996,1368.65,822.99,134.18,1232.6,0.35445,64.709
304.765,101.56,50.78499999999999,4.5162,266.53,1369.4499999999998,823.52,133.79,1244.8,0.40811,63.676
305.7,101.54,48.66299999999999,4.548,268.32,1369.75,823.0799999999999,134.01,1246.2,0.45326,63.018
306.227,101.52,50.52799999999999,4.5263,267.16999999999996,1369.4499999999998,822.72,133.81,1251.7,0.22192,60.851
306.789,101.47,42.799,4.8022,283.90999999999997,1373.15,819.17,137.83,1276.5,0.38262,65.586
306.727,101.43,42.454,5.0176,305.83,1373.15,812.06,146.26,1333.7,0.47516,58.844
306.247,101.41,45.571,4.8309,290.78,1373.0500000000002,817.48,140.37,1291.7,0.42855,64.651
306.019,101.4,48.436,4.4368,263.65999999999997,1366.9499999999998,823.6,132.42,1218.2,1.0201,64.064
305.539,101.39,52.335,4.0173,235.54,1350.9499999999998,823.47,121.74,1142.3,1.6357,52.526
303.259,101.43,60.349,4.4329,266.83,1368.5500000000002,822.6999999999999,134.53,1240.7,0.31045,65.034
302.105,101.47,57.104,5.1719,321.06,1372.65,806.62,150.56,1362.2,0.35711,53.913
301.34,101.48,55.811,4.324,263.89,1367.75,823.31,134.66,1231.9,0.38938,64.627
300.762,101.48,57.838,4.3248,264.99,1368.0500000000002,823.11,135.13,1237.8,0.37417,64.376
300.0,101.46,61.575,3.8153,229.65,1342.35,819.4399999999999,118.91,1133.4,2.0434,52.266
298.916,101.42,69.335,3.4503,205.13000000000002,1333.65,823.37,111.05,1069.8,3.1157,48.395
298.891,101.4,66.325,3.4564,204.11,1332.9499999999998,823.3299999999999,110.54,1063.8,2.7267,48.434
298.042,101.4,67.827,3.3892,201.97,1331.85,823.09,110.22,1059.3,2.9409,49.655
297.021,101.39,72.727,3.37,201.86,1331.75,823.15,110.55,1057.8,4.5778,53.378
296.849,101.38,75.637,3.3971,202.85,1332.5500000000002,823.35,110.76,1055.2,4.254,52.574
296.459,101.39,80.541,3.4054,202.26,1332.15,823.28,110.76,1049.0,4.1814,51.405
296.545,101.4,83.061,3.4184,202.62,1332.0500000000002,822.98,110.46,1053.4,4.1762,50.766
298.076,101.41,87.925,4.3473,261.51,1355.85,817.35,131.29,1214.5,2.9526,52.146
299.363,101.41,85.174,4.3837,262.53,1365.65,822.14,134.24,1228.2,1.7287,57.259
300.557,101.42,76.77,4.4651,265.88,1367.5500000000002,822.51,134.86,1236.9,0.98925,58.316
302.213,101.4,67.415,5.0896,309.48,1373.35,810.9499999999999,147.9,1332.8,0.44758,52.51
303.602,101.38,57.247,5.0557,306.53,1373.35,812.38,147.57,1322.9,0.43974,54.672
306.841,101.24,44.451,5.0123,300.83,1373.15,814.4,144.62,1310.8,0.21629,58.251
307.047,101.2,43.386,4.9136,294.59,1373.0500000000002,816.42,143.92,1291.0,0.33029,60.173
307.03799999999995,101.2,41.514,4.5458,269.57,1369.4499999999998,822.89,134.05,1235.6,0.059529,64.416
305.497,101.18,49.435,4.4753,266.51,1368.5500000000002,823.1,133.78,1233.2,0.2121,61.772
303.778,101.18,57.65899999999999,4.438,266.11,1368.15,823.2099999999999,133.78,1231.0,1.092,61.583
303.31,101.21,49.248,4.4115,265.55,1367.9499999999998,823.14,133.8,1228.9,0.47337,65.059
302.4,101.23,50.64500000000001,4.3332,263.61,1367.15,823.0799999999999,133.8,1226.9,0.38286,64.583
301.529,101.22,51.687,4.2935,261.18,1365.85,823.05,133.06,1219.2,0.77323,65.079
300.631,101.2,57.472,4.3141,261.87,1366.75,823.36,133.97,1228.0,0.70473,64.45
299.761,101.2,61.869,4.3053,261.68,1366.5500000000002,823.05,134.26,1227.6999999999998,0.68092,63.783
299.321,101.18,60.463,3.9179,238.79000000000002,1352.85,823.28,124.78,1153.6,2.0272,60.75
299.016,101.18,62.6,3.5065,205.33,1333.5500000000002,823.1,110.76,1066.6,4.0899,53.252
299.012,101.17,66.285,3.4543,205.5,1333.75,822.93,111.08,1073.9,4.0015,52.792
298.645,101.15,64.115,3.4603,204.92000000000002,1333.25,823.26,110.78,1068.4,3.3451,51.027
297.732,101.13,72.447,3.3869,202.91,1331.9499999999998,823.09,110.68,1071.8,3.4574,48.925
296.561,101.16,81.683,3.4805,201.52999999999997,1332.65,823.06,110.99,1074.3,3.7148,48.33
296.467,101.2,91.303,4.1797,244.69,1357.5500000000002,823.12,129.11,1184.9,1.7389,55.068
297.804,101.2,90.455,4.4007,261.95,1366.0500000000002,823.26,134.56,1218.6,0.76279,57.792
299.357,101.18,85.582,4.4138,263.83,1367.25,823.1999999999999,134.76,1225.7,0.83684,58.106
300.785,101.21,75.486,4.4559,265.79999999999995,1368.0500000000002,822.98,134.78,1232.1999999999998,0.8296,62.592
302.641,101.22,64.148,4.4833,267.46,1368.85,823.0799999999999,134.79,1235.9,0.75184,63.586
304.005,101.22,56.994,4.5319,268.63,1369.75,823.15,134.79,1240.5,0.3983,64.838
304.859,101.21,49.583,4.5804,272.1,1370.5500000000002,822.42,135.33,1254.3,0.3002,65.577
304.916,101.2,47.98599999999999,4.5234,267.15,1369.25,823.17,133.79,1237.2,0.5416,66.037
305.649,101.16,42.792,4.5472,268.4,1370.35,822.9,134.14,1253.4,0.43973,68.582
303.46,101.14,38.653,4.4067,265.15999999999997,1368.4499999999998,823.16,133.81,1241.9,0.47349,69.832
302.122,101.16,49.36,4.3696,265.0,1368.5500000000002,823.26,134.86,1241.3,0.79158,67.072
300.411,101.19,70.528,4.3591,263.28,1367.35,823.42,134.89,1233.3,0.73609,60.263
299.482,101.19,74.486,4.2673,258.94,1364.75,823.09,133.62,1211.2,0.81441,58.906
298.714,101.18,79.504,4.2564,260.08,1365.5500000000002,823.22,134.4,1216.2,0.92588,58.809
298.34,101.15,85.065,4.317,260.65000000000003,1365.85,823.1899999999999,134.75,1209.8000000000002,0.62826,57.758
297.808,101.11,84.957,3.5264,206.82,1334.65,823.14,112.17,1075.2,3.524,47.553
297.426,101.09,84.865,3.5738,207.14,1335.15,823.34,112.78,1079.7,3.3524,48.948
296.695,101.07,89.476,3.5635,202.47,1332.9499999999998,823.34,111.35,1063.0,4.429,49.714
296.351,101.04,92.179,3.5768,201.0,1331.85,823.02,110.77,1057.6,4.6649,49.054
296.10299999999995,101.04,90.144,3.5628,202.95999999999998,1333.0500000000002,822.9499999999999,111.76,1052.1,4.2635,50.913
296.337,101.06,90.177,3.442,194.95999999999998,1327.65,823.3,107.4,1050.5,4.9407,49.689
296.553,101.09,89.526,4.1366,242.26,1354.65,823.1,127.33,1164.0,2.2025,56.825
297.359,101.11,88.773,4.3866,260.57,1365.65,823.29,134.2,1221.3,1.1586,59.983
298.766,101.1,87.928,4.4046,261.42,1366.15,822.88,134.01,1224.9,1.0774,58.143
300.335,101.1,82.872,4.4049,264.52000000000004,1367.25,823.09,134.78,1228.7,0.74976,57.362
302.141,101.09,76.955,4.4783,265.76,1368.75,823.3,134.79,1233.3,0.21092,57.43
303.475,101.06,70.616,4.5041,266.90999999999997,1369.35,823.2099999999999,134.77,1237.0,0.11488,59.076
304.604,101.04,64.843,4.5436,268.35,1369.9499999999998,823.11,134.8,1240.4,0.64302,62.019
305.429,101.0,60.23700000000001,4.5609,269.40000000000003,1370.0500000000002,823.14,134.82,1240.7,1.582,64.225
305.70899999999995,100.95,58.28,4.5584,270.02,1369.75,823.26,134.8,1238.3,1.2765,63.294
304.86,100.92,58.09599999999999,4.5637,270.4,1370.35,823.17,134.79,1235.9,0.89671,64.148
305.164,100.9,49.901,4.5696,271.32,1370.85,823.14,134.79,1233.5,0.32817,67.353
304.65,100.9,51.276,4.5096,269.40000000000003,1370.15,823.22,134.78,1231.1,0.55112,66.222
303.23299999999995,100.91,59.931,4.4107,265.95,1368.85,823.25,134.8,1228.7,0.58085,61.989
301.368,100.94,72.443,4.3266,262.75,1367.85,823.28,134.79,1226.3,0.56912,58.228
299.95399999999995,100.96,81.924,4.3266,261.72,1366.85,823.3299999999999,134.8,1225.5,0.46993,55.488
299.05499999999995,100.94,85.937,4.3662,261.32,1366.35,823.26,134.85,1223.8,0.50974,55.887
298.60799999999995,100.93,87.741,4.3199,258.73,1364.25,823.24,133.48,1206.0,0.74161,55.968
298.535,100.91,86.904,4.4033,261.07,1365.65,823.18,134.7,1222.8,0.92154,57.719
298.08,100.89,90.2,4.4348,260.26,1365.15,823.2099999999999,134.51,1220.3,0.88586,56.211
297.645,100.88,92.216,3.6217,203.29999999999998,1332.0500000000002,823.16,110.56,1061.4,3.949,45.785
297.335,100.87,93.654,3.8013,205.01999999999998,1333.0500000000002,823.22,111.54,1065.0,3.7892,46.331
297.104,100.82,92.747,3.807,205.24,1333.0500000000002,823.13,111.81,1068.0,4.1381,47.682
296.734,100.81,92.163,3.7158,202.93,1331.75,823.27,110.97,1069.9,4.7195,48.692
296.402,100.82,93.872,3.7146,202.27,1331.25,822.91,110.78,1071.8,4.8145,48.779
296.51,100.83,94.437,3.6927,202.25,1332.15,823.4599999999999,110.78,1073.7,4.4013,47.561
297.327,100.82,93.998,3.8439,215.12,1339.0500000000002,823.36,115.71,1105.2,2.8182,46.559
298.995,100.81,91.227,4.4302,260.19,1364.65,823.26,133.56,1216.1,0.50538,55.439
300.731,100.8,84.338,4.4325,263.07,1366.5500000000002,823.1,133.74,1226.4,0.1904,55.104
305.171,100.64,66.528,4.5469,268.83,1369.4499999999998,823.03,134.78,1238.3,0.62049,58.653
305.561,100.58,65.226,4.5518,269.56,1369.5500000000002,822.98,134.77,1238.8,0.28782,58.167
305.516,100.56,65.09,4.5468,269.46000000000004,1369.35,823.01,134.78,1238.0,0.44297,57.325
305.146,100.53,67.406,4.4741,267.46,1368.25,823.1999999999999,134.27,1221.7,0.095769,55.73
303.924,100.49,67.104,4.5015,269.08000000000004,1369.15,823.16,135.01,1238.6,0.024168,58.454
302.654,100.5,71.349,4.408,266.14,1368.35,823.29,134.77,1234.0,0.20078,58.143
301.137,100.53,77.839,4.3681,263.39,1367.35,823.42,134.78,1223.3,0.57033,58.217
299.982,100.54,83.188,4.3243,262.91,1366.35,823.55,134.77,1212.6,0.3712,58.181
299.405,100.52,84.707,3.6758,214.78000000000003,1337.9499999999998,823.26,113.93,1087.2,4.1305,52.237
298.743,100.52,86.25,3.8459,224.78000000000003,1344.5500000000002,823.02,119.73,1119.4,2.1546,49.099
297.967,100.5,88.854,4.3867,257.19,1363.0500000000002,823.3199999999999,133.29,1208.1,0.91615,57.488
297.119,100.46,91.685,4.3796,254.5,1361.75,823.4,132.49,1195.6,0.93503,57.598
296.826,100.44,92.516,3.9187,223.56,1343.65,823.18,119.36,1114.1,3.2237,53.805
296.60299999999995,100.43,92.644,3.6561,202.51999999999998,1331.15,823.12,110.71,1055.1,4.6599,50.381
296.15,100.38,93.206,3.8078,202.31,1331.0500000000002,823.23,110.76,1051.4,4.8941,51.185
295.465,100.36,93.256,3.8768,201.46999999999997,1330.65,823.0799999999999,110.77,1044.5,5.0591,53.066
294.62699999999995,100.36,94.584,4.0302,200.87,1330.65,823.4,110.76,1037.6,5.1475,54.412
294.427,100.36,96.058,4.1408,218.23000000000002,1340.25,823.41,118.01,1097.4,4.0147,56.826
295.688,100.37,97.076,4.5736,258.49,1363.5500000000002,823.16,133.97,1198.6,1.4181,60.16
298.277,100.37,94.163,4.5567,263.36,1365.85,823.1899999999999,134.69,1212.0,1.0999,58.23
300.123,100.38,86.172,4.5045,262.55,1365.85,823.15,134.29,1216.3,0.81211,57.975
301.582,100.38,79.032,4.4902,261.95,1365.75,823.3199999999999,133.78,1218.5,0.66685,58.187
302.664,100.35,74.62,4.5063,262.19,1365.9499999999998,823.14,133.79,1220.2,0.70721,58.63
303.126,100.3,73.817,4.5383,264.26,1366.9499999999998,823.12,134.44,1225.5,0.71561,59.191
303.595,100.3,72.342,4.5422,265.11,1367.35,823.29,134.62,1223.3,0.64352,57.329
304.005,100.28,70.442,4.4568,259.6,1364.0500000000002,823.3199999999999,131.8,1211.2,0.44792,53.796
304.241,100.26,70.368,4.4574,260.19,1364.15,823.18,131.87,1213.5,0.42888,54.021
302.705,100.29,77.52,4.4097,260.97,1364.4499999999998,822.9399999999999,132.8,1215.9,0.76328,55.923
300.31,100.42,74.017,4.2111,256.63,1363.0500000000002,823.14,132.85,1219.1,1.0722,59.932
296.777,100.47,93.101,4.3257,257.23,1363.25,823.0699999999999,133.79,1222.3000000000002,1.1605,60.063
297.096,100.52,93.468,4.2984,258.32,1363.9499999999998,823.1,133.79,1225.5,1.2909,59.863
296.988,100.6,90.911,4.3472,258.48,1364.4499999999998,823.15,134.45,1228.7,1.046,59.869
297.113,100.64,86.742,4.2847,260.18,1365.75,823.3199999999999,135.18,1214.4,0.70088,61.579
296.846,100.75,80.532,4.2004,258.05,1365.4499999999998,823.4499999999999,135.24,1225.1,1.0466,64.225
295.30499999999995,100.76,88.33,4.2151,253.32999999999998,1363.15,823.13,134.19,1203.0,1.3612,62.921
294.336,100.82,93.01,4.2418,256.62,1364.75,823.13,135.61,1222.6,1.245,64.196
293.669,100.85,94.046,3.6174,210.33,1337.5500000000002,822.88,115.6,1087.5,2.5951,52.89
293.262,100.86,97.368,3.5705,198.04,1329.85,823.14,110.3,1049.9,3.788,51.348
293.61499999999995,100.81,93.666,3.5421,199.86,1331.15,823.11,110.76,1051.9,3.4947,52.425
293.885,100.84,91.443,3.4888,199.32,1330.65,823.28,110.76,1052.4,4.0032,53.444
293.81,100.91,87.582,3.4436,198.82000000000002,1330.85,823.0699999999999,110.75,1053.8,3.7601,53.934
293.881,100.97,83.222,3.8499,233.35000000000002,1351.15,823.22,125.74,1148.1,1.8802,61.051
294.09099999999995,101.04,83.58,4.1753,254.97,1363.9499999999998,823.0799999999999,134.79,1202.5,1.3162,66.831
295.048,101.14,78.743,4.1593,255.79000000000002,1364.5500000000002,823.13,134.75,1213.8,1.5808,67.637
295.553,101.25,75.169,4.1628,256.72,1364.65,822.92,134.74,1215.3,1.0449,66.815
296.371,101.29,70.032,4.1983,257.6,1365.15,822.78,134.74,1216.9,0.79207,66.291
297.153,101.31,64.169,4.2187,258.46,1365.75,823.0,134.75,1219.5,0.61496,67.457
297.80499999999995,101.31,59.28,4.2521,259.09,1366.35,823.39,134.74,1223.5,0.43491,67.588
298.896,101.29,52.28,4.3142,260.21000000000004,1366.85,823.17,134.75,1225.7,0.75064,70.178
299.19,101.29,54.118,4.3313,260.1,1366.85,823.34,134.75,1224.9,0.45809,67.763
299.499,101.32,51.68899999999999,4.3268,260.64,1367.15,823.54,134.77,1225.3,0.3046,68.522
299.626,101.35,51.337,4.3533,260.83,1367.25,823.28,134.77,1225.7,0.7973,69.112
299.394,101.37,52.134,4.3549,261.03999999999996,1367.4499999999998,822.72,134.77,1226.7,1.0849,68.61
298.354,101.43,58.465,4.3115,259.09,1366.65,822.73,134.77,1227.9,1.0106,66.674
297.242,101.5,65.117,4.2804,258.6,1366.25,822.74,134.78,1229.0,1.8458,66.934
296.798,101.56,67.968,4.2726,258.7,1365.9499999999998,822.73,134.78,1230.1,1.3204,65.139
296.063,101.59,68.938,4.1986,256.78000000000003,1364.4499999999998,823.22,134.77,1231.2,1.451,64.978
295.02599999999995,101.59,73.266,4.1857,256.15999999999997,1364.4499999999998,823.2099999999999,135.18,1228.3,1.1662,65.74
293.653,101.57,80.361,4.2003,253.61999999999998,1363.65,823.09,134.92,1216.4,1.5974,65.877
292.424,101.55,84.76,4.255,252.60000000000002,1363.4499999999998,823.24,135.06,1215.4,1.6738,66.379
291.56199999999995,101.54,88.125,3.9909,231.0,1350.4499999999998,823.0,125.86,1148.3,2.3029,62.112
290.942,101.53,88.991,3.4778,196.38000000000002,1330.5500000000002,823.14,111.35,1054.3,4.1839,59.756
